ExAC_zScore_pLI	ExAC_zScore_indel	min_D_Frequency	gene_count	morbidGene_count
0	-2.53125239294469	-1.0	1	1
0	-10.0	0.0	0	0
10	1.28974779714329	-1.0	139	19
0	-10.0	-1.0	1	0
0	-10.0	0.03905999	10	0
0	-10.0	0.0008714	4	1
1	-0.118559347933387	-1.0	1	1
0	-0.6548302255806229	0.01330823	1	0
7	0.61443620375749	-1.0	91	6
0	-10.0	0.01578663	1	0
0	-10.0	0.0	0	0
0	-10.0	-1.0	1	0
0	-10.0	0.00320951	1	0
0	-0.27111816586639004	0.00086829	4	1
0	0.0698812166402679	-1.0	2	0
0	-2.05558933069682	-1.0	5	2
0	-10.0	0.0	0	0
0	-1.69207928283745	-1.0	1	0
0	-10.0	0.0	1	0
0	1.7506943326587798	0.0	1098	0
0	-10.0	-1.0	1	1
0	-0.852972744964295	0.05263158	5	0
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
214	-10.0	-1.0	1154	197
0	-10.0	-1.0	8	1
5	-1.20830830104818	-1.0	69	10
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
1	-10.0	-1.0	2	2
0	0.08306444120704401	-1.0	2	0
0	0.313014372666064	-1.0	4	0
0	-0.3958454221525061	0.00274502	9	1
0	-10.0	0.0081306	2	0
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
0	-0.205866516036128	0.05263158	23	2
0	-2.24452280861134	0.0002553	6	0
16	1.37434719683734	-1.0	81	13
0	-1.0789242078122	-1.0	3	0
0	-1.00212251808477	-1.0	1	0
2	0.7822348049470469	0.00010212	4	0
0	-10.0	-1.0	13	0
7	1.26370748308008	-1.0	77	11
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
1	-2.53125239294469	-1.0	1	0
0	0.943221293293348	-1.0	1	0
1	-10.0	0.00094477	1	1
1	2.12635230559952	-1.0	1	1
4	0.972826691127392	-1.0	13	3
7	1.23490947497687	-1.0	51	11
7	0.603739666525428	-1.0	61	10
0	-10.0	-1.0	20	0
0	-0.654541876765333	-1.0	2	0
0	-2.53125239294469	0.00082447	2	0
0	-2.21050418105325	-1.0	2	0
0	-10.0	0.00060484	1	0
1	-1.52523608897396	-1.0	4	0
0	-10.0	0.0	2	0
1	-2.53125239294469	-1.0	1	0
7	0.331001753343709	-1.0	167	10
0	-10.0	0.0	0	0
0	-0.433790790622109	-1.0	1	1
0	-10.0	0.008318700000000002	1	0
31	1.32464443842359	-1.0	410	36
0	-2.53125239294469	0.0002613	1	0
0	-10.0	0.01411257	1	1
3	-0.579029139854318	0.00034216	17	4
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
0	-10.0	0.01495402	5	0
0	-0.5564189895519189	0.00032349	2	0
0	-10.0	0.0	5	0
0	-10.0	0.00141129	1	0
37	1.6512055981135902	-1.0	306	34
0	-2.53125239294469	-1.0	6	0
14	1.2538308349233898	-1.0	218	29
1	1.10389601923508	-1.0	1	1
5	0.0159631069818757	-1.0	30	1
26	1.61561745402104	-1.0	242	40
0	-10.0	0.03905999	10	0
0	-10.0	0.00447447	1	0
1	0.4273263678365901	-1.0	6	0
0	-10.0	0.0	2	0
1	-2.53125239294469	-1.0	1	0
1	0.873756423471962	-1.0	6	3
1	0.830941771765424	-1.0	1	0
0	-10.0	0.0090154	15	1
0	-10.0	-1.0	15	0
0	0.73706775101208	-1.0	9	1
9	1.09049990149323	-1.0	115	13
0	-10.0	0.0	0	0
7	0.331001753343709	-1.0	132	9
0	-10.0	-1.0	2	0
12	1.10627889519055	-1.0	120	10
0	-10.0	0.0	0	0
0	-1.06682170521938	-1.0	1	0
1	0.6375775314012679	-1.0	1	0
36	1.87352776570283	-1.0	284	34
0	-10.0	0.0	0	0
0	-2.53125239294469	0.00827479	1	1
0	-10.0	0.0	0	0
9	0.9684239090299268	-1.0	75	11
1	0.920693495112438	-1.0	15	1
0	-10.0	0.0033272	1	0
1	-2.53125239294469	0.00033776	1	0
0	-10.0	-1.0	2	0
0	-10.0	-1.0	1	0
16	1.10824983153573	-1.0	163	17
14	-10.0	-1.0	66	17
3	-10.0	-1.0	3	1
2	0.23755292877447304	-1.0	7	0
0	-1.7607520606986102	-1.0	1	0
0	-10.0	0.0	0	0
1	0.77748683597056	-1.0	1	0
0	-10.0	0.00282369	2	1
1	-2.53125239294469	0.00072674	4	0
0	-10.0	0.0	0	0
0	-10.0	0.00415351	1	0
0	0.331001753343709	0.0	146	0
0	-2.53125239294469	0.00073321	2	1
0	-2.452048996529	0.00040744	2	0
0	0.118365986956158	-1.0	3	0
0	-10.0	0.0	0	0
0	-10.0	0.0	2	0
1	-10.0	-1.0	19	2
1	-2.53125239294469	0.00047078	6	1
0	-10.0	-1.0	7	0
1	1.1943416806698	-1.0	1	0
3	-0.8039959369921771	-1.0	43	2
23	1.19534703454519	-1.0	190	19
1	-2.53125239294469	-1.0	2	0
1	-10.0	0.16539408	1	1
0	-10.0	-1.0	7	0
0	1.071537589513	-1.0	3	0
1	-10.0	-1.0	2	0
1	1.02975136025333	-1.0	1	0
0	-10.0	-1.0	1	0
0	-10.0	0.0	0	0
1	-0.906364640645524	-1.0	3	1
0	-10.0	0.04532828	1	0
214	2.74251768021049	-1.0	1573	211
0	-10.0	0.00814617	30	0
25	1.6512055981135902	-1.0	185	23
7	-10.0	-1.0	74	6
0	-10.0	-1.0	4	0
1	0.565755957506864	-1.0	4	2
1	-2.53125239294469	-1.0	2	0
0	0.0163723046143062	-1.0	2	0
1	-10.0	-1.0	6	1
0	0.120849520422355	-1.0	1	0
0	0.351153588640925	-1.0	1	0
0	-0.44385262107235	-1.0	3	0
0	-0.571784532313866	-1.0	6	0
1	0.830941771765424	-1.0	1	0
0	-10.0	0.03905999	13	0
0	0.7434966135767959	-1.0	4	1
19	1.27663466434123	-1.0	150	25
23	1.59851806908911	-1.0	259	28
0	-0.910013642703016	-1.0	1	0
0	-10.0	-1.0	1	0
0	-10.0	0.0	0	0
1	0.936252294999636	-1.0	8	2
0	-2.53125239294469	0.00027693	1	0
0	-0.398319162766222	-1.0	1	0
0	1.42287977291244	0.0	33	0
0	-1.20830830104818	0.0	81	0
0	-2.53125239294469	0.0023504000000000003	17	0
0	0.7307950140276779	0.00108249	5	0
20	1.33133815756294	-1.0	138	10
0	-0.205942090010534	-1.0	19	2
1	0.6599435392295561	-1.0	4	1
0	-10.0	-1.0	1	0
4	-0.520905659259085	-1.0	20	3
0	-10.0	-1.0	7	0
0	-2.48642330296876	0.00040437	5	1
8	1.9107837988808605	-1.0	53	5
0	-1.26280375509667	0.00104317	1	0
0	0.540699616250115	-1.0	1	1
1	-0.414940535299876	-1.0	4	1
24	1.4070997321626597	-1.0	125	19
9	0.621193019501797	-1.0	77	14
0	0.7528201175432759	-1.0	1	0
0	-1.4674151451363	-1.0	2	1
0	-10.0	0.20792914	2	0
1	-1.63069807556928	0.00024734	5	0
0	0.57433430910573	-1.0	2	0
0	-1.823595483141	-1.0	1	0
2	1.03069904426296	-1.0	5	0
1	-2.53125239294469	0.00076229	5	1
0	-2.53125239294469	-1.0	11	3
0	0.21486087276270496	-1.0	1	0
0	-10.0	-1.0	1	0
1	0.8492098827955079	-1.0	1	0
2	0.27896681924315697	-1.0	9	2
0	-10.0	0.0	0	0
0	1.42287977291244	0.0	33	0
2	1.1267943928115902	-1.0	9	2
0	-2.12966797230321	-1.0	1	1
0	0.300988284780644	-1.0	1	0
1	-10.0	0.16539408	2	1
2	-0.104976926414284	-1.0	6	2
3	-10.0	-1.0	14	4
0	-10.0	0.0	0	0
0	-10.0	0.02158898	3	0
8	0.331001753343709	-1.0	146	10
0	-10.0	0.03905999	13	0
0	-10.0	0.0	9	0
0	-10.0	-1.0	1	1
0	-10.0	-1.0	1	0
0	-2.1677224880847	0.00050819	2	0
0	-0.25094400602362	0.01780167	1	0
31	1.32464443842359	-1.0	361	36
0	-2.53125239294469	-1.0	1	0
0	-1.83657646193973	0.0	32	0
0	-10.0	0.00040848	16	0
0	-10.0	0.02768919	20	0
3	0.7653291500446421	-1.0	13	1
2	0.961206774595302	-1.0	2	0
0	2.37498196759427	0.12466892	2	0
1	-2.53125239294469	0.00059809	1	1
0	-2.53125239294469	-1.0	2	1
0	-10.0	-1.0	1	0
4	-2.20556738605708	-1.0	66	4
1	0.740756202356992	-1.0	5	2
0	-10.0	-1.0	8	1
42	1.66465615150015	-1.0	374	36
0	-0.276965016632095	-1.0	14	1
1	-10.0	0.00019552	2	0
1	-0.29239229246735304	-1.0	3	1
0	-2.53125239294469	0.00059224	1	1
12	-10.0	-1.0	33	13
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
7	2.28518238777968	-1.0	80	9
8	0.9901320305676228	-1.0	80	4
0	-10.0	0.0	0	0
0	-10.0	0.0	24	0
0	-10.0	-1.0	2	0
0	-0.398319162766222	-1.0	2	0
0	-10.0	0.0009646	1	0
0	-1.12023106384151	-1.0	1	0
12	1.2864419186319298	-1.0	138	18
0	-10.0	0.0	0	0
1	-0.514327002829551	-1.0	3	1
0	-0.9919193366070008	-1.0	1	0
0	-2.53125239294469	0.00299115	2	0
0	-10.0	0.00145791	4	0
0	-10.0	0.0	0	0
0	-10.0	0.00346021	1	0
0	-10.0	-1.0	2	2
0	0.408923318291668	-1.0	4	0
0	-10.0	0.0	0	0
4	2.12635230559952	-1.0	20	1
1	0.0567471792513203	-1.0	3	1
0	-10.0	0.0	0	0
0	-1.20830830104818	0.00038659	15	4
1	-1.7255192173659	0.00045954	30	2
0	-10.0	0.03905999	13	0
2	-0.104976926414284	-1.0	4	2
0	-10.0	-1.0	1	0
0	-10.0	0.00374065	2	0
27	1.61561745402104	-1.0	246	40
5	0.955282766165513	-1.0	43	5
0	-10.0	0.03905999	13	0
12	1.39862411976358	-1.0	68	10
0	0.35959893834995793	-1.0	1	0
1	-0.5176704425793499	-1.0	4	0
0	-10.0	-1.0	4	0
198	2.06191737480244	-1.0	1389	186
0	-10.0	-1.0	12	0
0	-0.953259655408905	-1.0	4	1
0	0.448478784622544	-1.0	10	0
36	1.2848144484984498	-1.0	365	44
1	-10.0	0.005190600000000001	3	0
0	1.24110939476829	-1.0	1	0
0	-10.0	0.00752831	2	0
0	-10.0	0.0	22	0
0	-10.0	0.0	0	0
1	-10.0	0.18328346	1	1
0	0.440689832265367	-1.0	2	1
10	1.87352776570283	-1.0	137	14
0	0.7941686497347629	-1.0	5	0
0	-10.0	-1.0	27	0
0	0.8533767019897671	-1.0	4	0
0	1.05078570843097	-1.0	2	1
0	-10.0	0.00179233	1	0
0	0.440689832265367	-1.0	2	1
1	-0.7029015669168729	-1.0	1	1
1	-10.0	0.16383845	1	1
0	-2.32718941319113	0.00150875	4	0
23	1.12468653392575	-1.0	271	36
0	0.560593172328327	-1.0	14	3
0	-10.0	0.0	0	0
0	0.08306444120704401	-1.0	2	0
0	-1.04876872282227	-1.0	3	0
0	-10.0	0.0	0	0
0	-10.0	0.16288907	4	0
0	-10.0	0.00154684	1	0
1	-10.0	0.16383845	2	1
0	-10.0	-1.0	2	0
0	-10.0	0.0	4	0
8	0.572795726729262	-1.0	54	7
0	0.201034116580121	0.00040437	3	0
0	-10.0	0.0	0	0
0	-0.306617770651285	-1.0	1	0
0	-10.0	0.0	0	0
37	2.06191737480244	-1.0	384	51
0	-0.298626540513724	-1.0	1	1
0	0.648962109297596	-1.0	4	0
0	-10.0	0.0	0	0
2	-1.6028945098528502	-1.0	5	0
0	-10.0	0.0141844	6	0
0	0.0708672134453535	-1.0	1	0
0	-10.0	0.10534376	6	0
0	-1.01725938936238	-1.0	4	0
10	1.28974779714329	-1.0	145	20
1	1.37038042178382	-1.0	1	1
0	-10.0	-1.0	2	0
0	-2.47226303025904	0.00359315	1	1
0	-10.0	0.0212009	3	0
0	-2.53125239294469	0.00286652	1	1
214	-10.0	-1.0	1155	197
0	-10.0	0.00445379	6	1
0	-10.0	0.00369402	2	0
0	-10.0	-1.0	16	0
1	-1.7255192173659	0.00045954	30	2
1	-10.0	-1.0	19	2
1	-0.261071082393666	-1.0	2	1
0	-10.0	0.03869452	1	1
1	0.870009985513361	0.03	1	0
0	-10.0	0.00445379	3	1
0	-10.0	0.0	0	0
1	-10.0	0.00049468	8	2
0	0.2302543957324069	-1.0	1	0
2	0.232881813027831	-1.0	8	1
0	-0.605252526615514	-1.0	14	0
6	-10.0	-1.0	42	6
0	0.276254334590502	-1.0	1	0
1	0.0839178411166135	-1.0	1	0
0	0.490129928380017	-1.0	2	1
1	-0.8994316947059371	-1.0	3	1
21	1.76591206090348	-1.0	195	17
0	0.632563101378044	-1.0	7	1
0	-10.0	0.0	0	0
2	0.58733487205428	-1.0	56	3
1	-10.0	0.005190600000000001	3	0
0	0.16385272905346698	-1.0	1	0
12	1.2864419186319298	-1.0	136	18
0	-10.0	0.00369402	2	0
0	-1.5332083433484098	-1.0	2	0
0	-10.0	-1.0	7	0
0	-0.45583936804905	-1.0	3	0
2	-0.104976926414284	-1.0	5	2
111	2.33303410238747	-1.0	1005	124
19	1.66465615150015	-1.0	139	16
0	-10.0	-1.0	15	0
0	-0.114856935450749	-1.0	5	0
0	1.48125819030658	0.0	262	0
1	-10.0	0.00036337	1	0
0	-10.0	0.0	0	0
13	2.8210540320136803	-1.0	112	12
38	1.45537278842609	-1.0	467	55
0	0.710474539413771	-1.0	10	2
0	-10.0	0.0	0	0
4	0.454177075896465	-1.0	12	4
0	-10.0	-1.0	1	0
0	-0.437089476923503	-1.0	9	0
0	-1.12940910767123	0.05263158	3	0
0	-2.53125239294469	0.00140406	1	1
0	-2.53125239294469	0.00036337	1	0
6	1.39819495584649	-1.0	43	4
1	-0.543931674263435	-1.0	10	2
0	-10.0	-1.0	1	0
0	-10.0	0.00347699	2	1
0	-2.53125239294469	-1.0	3	0
0	-2.24452280861134	0.00106311	1	0
0	-0.095835364724166	-1.0	5	1
0	1.5645769374872198	-1.0	1	0
0	-10.0	0.0	0	0
0	-10.0	-1.0	1	0
1	0.0932933944100639	-1.0	1	1
1	-2.53125239294469	-1.0	1	0
1	-2.53125239294469	0.00047078	2	1
0	0.581814693551623	-1.0	1	0
12	0.936252294999636	-1.0	151	23
0	0.4682765360998479	-1.0	4	2
6	0.6623108584787359	-1.0	40	4
0	1.071537589513	-1.0	1	0
1	-10.0	-1.0	3	1
0	-10.0	0.00953337	1	1
5	-2.53125239294469	-1.0	48	5
1	-10.0	-1.0	1	1
0	-10.0	-1.0	22	0
0	-10.0	0.06360266	1	0
1	-10.0	0.16539408	2	1
0	-0.187073625889352	-1.0	6	1
1	-0.18545289432567	-1.0	2	1
1	1.00801824147683	-1.0	4	0
1	-10.0	0.16539408	2	1
102	1.61561745402104	-1.0	1028	124
24	1.65927736339156	-1.0	187	23
0	1.071537589513	-1.0	2	0
1	0.139879949210554	-1.0	17	3
1	0.482264562583666	-1.0	2	0
0	-0.142866220983043	-1.0	1	0
2	-10.0	-1.0	71	4
0	-10.0	-1.0	12	0
1	-2.53125239294469	-1.0	1	0
14	1.23490947497687	-1.0	117	20
4	-0.520905659259085	-1.0	27	3
0	-2.53125239294469	0.0026439	2	0
102	1.61561745402104	-1.0	1028	124
0	-0.520905659259085	0.0	32	0
0	-10.0	0.00814617	31	0
0	1.071537589513	-1.0	1	0
0	0.2581105261501689	-1.0	4	0
0	-2.53125239294469	-1.0	6	0
0	-10.0	0.23881007	1	0
0	-10.0	0.0	0	0
0	-0.0922632812254715	-1.0	1	0
0	0.467201558776407	-1.0	1	0
0	0.492834368315319	0.00044299	6	2
50	2.33303410238747	-1.0	493	61
0	-10.0	-1.0	3	0
0	0.769051257589256	0.00016489	1	0
0	-0.3708466969989961	0.00032349	1	0
1	0.7612856118188199	-1.0	2	0
0	-0.60803934607749	0.00015318	1	1
13	0.980975543614946	-1.0	122	16
2	0.5258877042854311	-1.0	9	0
26	1.3727603503409498	-1.0	214	27
1	0.615365390253109	-1.0	1	0
1	0.206923040395808	-1.0	3	1
9	1.9107837988808605	-1.0	85	8
1	-2.53125239294469	0.00090461	4	1
0	-10.0	0.00032979	1	0
1	-10.0	0.16383845	2	1
0	-10.0	-1.0	1	0
1	0.931148022147588	-1.0	1	0
0	-10.0	0.0	0	0
13	1.2864419186319298	-1.0	154	19
0	-0.77794569318351	-1.0	5	1
0	0.86581312423868	-1.0	1	0
0	-10.0	0.00937172	11	0
0	0.8154103838095179	0.00097013	2	0
0	-10.0	0.00149464	4	1
0	-10.0	0.0	0	0
0	-10.0	-1.0	2	0
0	-10.0	0.0	0	0
0	-10.0	0.00479366	17	0
2	-10.0	-1.0	10	2
0	-0.642090823784927	-1.0	2	0
22	1.61561745402104	-1.0	309	33
2	1.15950874086811	-1.0	9	3
1	-10.0	0.16383845	2	1
37	2.05512270012396	-1.0	224	34
0	1.42287977291244	0.0	33	0
9	1.09049990149323	-1.0	104	11
0	-1.20830830104818	0.0	82	0
0	-10.0	0.0	0	0
1	0.367870599145716	-1.0	3	2
1	1.91087409390354	-1.0	1	1
0	-10.0	-1.0	2	0
0	-10.0	0.00084131	3	2
1	0.752532368933032	-1.0	2	0
1	0.4811341761403479	-1.0	19	2
0	-10.0	0.10129061	2	0
0	-1.3930600992537	-1.0	2	1
0	-10.0	0.01323529	1	0
1	0.8512404586425991	-1.0	1	0
0	-10.0	-1.0	32	0
0	0.9444932654389808	0.00043993	1	1
0	0.291115018050139	0.00017719999999999994	2	1
0	-10.0	0.0	0	0
0	-0.236020905192413	0.08029197	2	0
13	1.40216995277265	-1.0	117	15
0	-10.0	0.01598319	5	0
7	0.331001753343709	-1.0	156	10
0	-0.754012375587352	-1.0	2	0
0	-10.0	0.00054671	2	0
0	-10.0	0.0	1	0
10	0.331001753343709	-1.0	208	13
0	0.283521084248143	-1.0	3	0
0	-10.0	0.0	0	0
0	-10.0	0.0008714	2	0
0	-10.0	0.0	1	0
41	1.5257905100031102	-1.0	391	63
0	-0.276965016632095	0.0	15	0
1	-0.974627876712864	-1.0	3	1
0	-10.0	0.00369402	2	0
0	-10.0	0.00322727	1	1
0	-10.0	0.0025436	1	0
0	-10.0	-1.0	3	0
0	-10.0	0.0	0	0
1	0.112352719139258	-1.0	2	1
0	-10.0	0.0	0	0
11	1.9107837988808605	-1.0	110	10
9	1.9107837988808605	-1.0	85	8
0	-10.0	0.0	0	0
0	-10.0	-1.0	15	0
0	-1.80340445563519	-1.0	1	0
0	-10.0	0.0	0	0
3	-10.0	-1.0	115	2
0	-10.0	0.00132879	2	1
0	-10.0	0.0	3	0
2	0.6481282648073029	-1.0	20	3
0	-10.0	-1.0	4	0
0	-2.04067935536094	0.0023504000000000003	19	0
0	-10.0	0.01222335	8	0
1	-10.0	-1.0	2	1
0	-10.0	0.0	0	0
0	1.16190128823392	0.00164894	1	0
0	-1.83657646193973	0.0	47	0
0	-10.0	0.02768919	23	0
0	0.527083052709405	-1.0	18	1
33	1.48125819030658	-1.0	348	38
2	1.88697124223472	-1.0	17	2
1	1.20051500487051	-1.0	2	1
0	0.240267322845379	-1.0	2	1
0	-10.0	0.00269761	3	0
2	-0.0349757005952551	-1.0	8	0
12	1.5080116607062095	-1.0	84	18
0	-10.0	-1.0	1	0
0	-10.0	0.00231192	5	1
37	-10.0	-1.0	238	39
1	0.583198229057595	-1.0	4	0
1	-2.37304664162939	0.00016175	1	1
1	1.00171216619513	0.00336505	1	1
0	1.21189360183579	-1.0	1	0
1	-2.53125239294469	0.00051004	2	1
15	1.34022097428118	-1.0	127	15
0	-0.879111583779016	0.05263158	4	0
0	-10.0	-1.0	2	1
2	-0.19336552538700896	-1.0	10	3
0	-10.0	-1.0	5	1
1	-10.0	-1.0	1	0
0	0.407270259884353	-1.0	1	1
1	-0.101387857532193	-1.0	1	0
0	-10.0	0.0	4	0
0	-1.62140924706893	0.0002907	1	0
1	-0.4504240127737629	-1.0	1	1
0	-10.0	-1.0	12	0
0	-1.04876872282227	-1.0	3	0
0	-10.0	0.0	0	0
1	-0.15316203432419	-1.0	1	0
4	1.38777262493797	-1.0	27	4
0	0.061595233646255985	0.15666794	1	0
0	0.649658437845353	-1.0	5	1
0	0.5197513475589429	-1.0	4	0
2	1.34660708621278	-1.0	8	1
6	0.0159631069818757	-1.0	36	2
24	1.85575794331124	-1.0	218	22
112	1.65927736339156	-1.0	1140	159
0	-0.7745705758362471	-1.0	1	0
0	-10.0	0.0	0	0
6	1.22615287921716	-1.0	36	8
0	-10.0	-1.0	28	0
1	0.19024634933225096	-1.0	9	0
0	0.331001753343709	0.0	114	0
31	1.4501009091798898	-1.0	322	47
2	0.27896681924315697	-1.0	7	2
1	0.936252294999636	-1.0	8	2
0	-0.8713827618310821	0.00040251	8	2
0	0.16385272905346698	-1.0	1	0
0	-0.320614290959194	0.00120696	1	0
101	1.7506943326587798	-1.0	757	103
0	-10.0	0.0	0	0
0	-1.83657646193973	0.0	48	0
0	0.397712598854602	-1.0	3	0
0	-10.0	-1.0	12	0
0	-0.7824022606174921	-1.0	1	0
0	-10.0	0.00154684	2	0
0	-10.0	0.0	0	0
0	-10.0	0.00017767	2	0
3	0.920693495112438	-1.0	57	7
22	2.06191737480244	-1.0	239	33
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
24	1.19534703454519	-1.0	198	21
0	-2.53125239294469	0.00299115	1	0
0	-10.0	0.00573545	1	0
0	-10.0	-1.0	1	0
1	0.5337036258962271	-1.0	4	0
2	-2.40440353152348	-1.0	7	0
0	-0.571784532313866	-1.0	2	0
0	-10.0	0.0	0	0
0	0.8701644184597479	-1.0	6	0
0	-10.0	0.0	21	0
0	-10.0	0.0	0	0
19	1.01592430401193	-1.0	189	24
4	0.253387244408508	-1.0	23	4
13	1.24964222676596	-1.0	173	22
0	-10.0	-1.0	2	0
0	1.42287977291244	0.0	33	0
15	1.00801824147683	-1.0	107	8
0	-10.0	0.00157015	1	1
0	-10.0	0.0081306	2	0
0	-10.0	0.0	0	0
0	0.0373057159256213	-1.0	8	1
0	0.30958313627767303	-1.0	14	0
0	-0.7880644810599929	0.00016489	1	0
1	-0.548812563017975	-1.0	1	1
0	-10.0	0.0	0	0
0	0.943168653858367	-1.0	2	1
0	-1.92571457244888	0.0010925999999999998	1	0
2	-0.07966460542280099	-1.0	7	1
0	-10.0	-1.0	1	0
0	-2.53125239294469	0.00065311	3	0
0	-10.0	-1.0	2	0
0	-0.331937816125578	0.00053803	2	0
0	-10.0	0.0	0	0
0	-1.87733193212984	-1.0	2	0
0	-10.0	0.0	0	0
0	-10.0	-1.0	3	0
325	1.79890184043068	-1.0	2825	334
1	0.0434459909331558	-1.0	2	1
0	0.0383256991680657	-1.0	8	0
4	-1.83657646193973	-1.0	46	6
0	-10.0	0.0	0	0
43	1.2848144484984498	-1.0	425	54
0	-0.997962839329366	-1.0	5	0
0	-0.0931059792605394	-1.0	3	0
1	-2.20556738605708	0.10534376	25	2
2	1.0318513318971898	-1.0	10	2
9	1.09049990149323	-1.0	133	13
0	-0.4686441350583921	0.00023923	4	0
6	1.32464443842359	-1.0	84	5
1	-0.337649889398	-1.0	1	0
11	1.39348773223616	-1.0	116	21
6	1.4117752478481	-1.0	22	3
6	0.331001753343709	-1.0	117	9
0	-10.0	-1.0	1	0
5	1.00110570911435	-1.0	35	4
0	-10.0	0.16127098	1	0
12	1.6921640913608995	-1.0	166	22
1	-0.0855001829498372	-1.0	2	0
2	0.202879206019464	-1.0	5	1
0	-1.01288252512002	-1.0	1	0
0	1.16190128823392	0.00164894	1	0
15	1.2760848261427	-1.0	109	14
0	-10.0	0.00523197	1	0
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
20	-10.0	-1.0	64	15
0	-10.0	0.0	0	0
1	-10.0	-1.0	21	2
0	-10.0	-1.0	2	0
0	-10.0	0.0	1156	0
4	0.632071586577986	-1.0	23	0
0	-2.53125239294469	0.00022662	3	1
0	-2.53125239294469	0.0	3	0
21	-10.0	-1.0	133	17
0	-1.83657646193973	0.0	32	0
0	-10.0	0.00035885	2	1
121	-10.0	-1.0	703	115
0	-10.0	0.0	0	0
0	-10.0	0.03905999	10	0
1	0.549416128504901	-1.0	4	0
3	1.2538308349233898	-1.0	40	1
0	-10.0	0.06360266	2	0
0	-1.0464958201833	-1.0	1	0
0	0.120849520422355	-1.0	3	1
35	1.40863121588177	-1.0	235	41
0	-10.0	-1.0	1	0
3	0.894162937496905	-1.0	18	2
6	0.833249457292095	-1.0	25	6
0	-10.0	0.0	13	0
1	1.23279797144853	-1.0	1	1
0	0.73706775101208	-1.0	4	0
14	2.63070075112083	-1.0	425	19
0	-10.0	0.01102179	10	1
1	-0.15316203432419	-1.0	1	0
0	-10.0	-1.0	1	0
2	-0.16638386965782098	-1.0	4	0
0	0.8683996601211209	-1.0	1	0
0	-10.0	0.0	0	0
1	-10.0	-1.0	1	1
0	-2.53125239294469	-1.0	3	0
0	-10.0	-1.0	2	0
0	-10.0	-1.0	2	0
0	1.37664822360771	-1.0	8	0
0	-10.0	0.00059809	3	1
0	-10.0	-1.0	13	0
1	-0.0525409892321078	-1.0	4	0
1	-1.6028945098528502	-1.0	2	0
0	0.39467807484454	-1.0	2	0
1	1.30000854195808	-1.0	40	5
0	-10.0	0.0	0	0
0	0.232881813027831	-1.0	3	1
0	-10.0	-1.0	12	0
7	2.33303410238747	-1.0	54	6
0	-2.53125239294469	0.00059224	1	1
0	-10.0	0.0	0	0
0	-10.0	0.00138572	1	0
1	-10.0	0.16383845	2	1
0	-2.53125239294469	0.00248303	1	1
1	-2.44584130654597	-1.0	25	1
0	-10.0	0.10810811	1	1
1	-1.40099856355576	0.00030216	1	0
1	0.25681337164900697	-1.0	3	0
0	-10.0	0.0	1	0
0	-10.0	-1.0	2	2
0	-10.0	0.0	0	0
1	-10.0	0.00036337	1	0
2	0.0843774145503136	-1.0	3	0
6	2.12635230559952	-1.0	25	1
1	1.00171216619513	-1.0	1	1
1	-10.0	0.16383845	2	1
17	1.5562521810982002	-1.0	105	21
0	-10.0	0.0033272	1	0
0	-10.0	0.0	0	0
0	0.8533767019897671	-1.0	4	0
0	-10.0	-1.0	3	0
0	-2.53125239294469	-1.0	3	0
0	1.2538308349233898	0.0	23	0
0	-10.0	0.01310908	1	0
1	-0.342112169258824	-1.0	1	1
0	-10.0	-1.0	1	0
0	-1.06682170521938	-1.0	1	0
0	-10.0	0.0	0	0
1	0.19132843195610005	-1.0	8	1
0	-10.0	0.00376406	4	0
0	-10.0	0.00923628	26	0
0	0.980975543614946	0.027833	1	0
0	-10.0	0.00307283	1	1
11	1.2760848261427	-1.0	79	10
0	-10.0	0.00137083	2	0
1	0.646838432864827	-1.0	2	1
0	-1.06682170521938	-1.0	1	0
0	-10.0	0.0	0	0
1	0.0910430290447547	-1.0	15	0
0	0.623587192904174	-1.0	2	1
0	-10.0	0.00153712	3	0
0	-2.53125239294469	-1.0	1	0
1	-0.4141618702396189	-1.0	2	1
0	-10.0	0.03905999	10	0
0	0.362538546223038	0.00016175	2	0
0	-1.4583905922602498	-1.0	1	0
0	-10.0	-1.0	1	0
0	1.06104772823246	-1.0	1	1
0	-10.0	0.0	0	0
0	-10.0	0.02914709	9	0
15	1.02548186684816	-1.0	127	15
0	-10.0	0.0	0	0
0	0.30958313627767303	0.08168208	8	0
0	-10.0	-1.0	1	0
0	-10.0	0.0	0	0
0	-1.01288252512002	-1.0	24	1
0	-2.53125239294469	0.00155186	2	2
0	-0.910013642703016	-1.0	1	0
1	0.139879949210554	-1.0	6	0
0	0.313873555269537	-1.0	3	0
0	-10.0	0.0081306	2	0
0	-10.0	0.00016175	1	0
1	-10.0	-1.0	7	1
0	-10.0	0.0	0	0
0	-10.0	0.00218358	10	0
1	0.198914972332434	-1.0	3	0
0	-10.0	0.0	0	0
